Fire Year,District,Unit,Fire Number,Fire Name,Legal,Latitude,Longitude,Fuel Model,County,Report Date,General Cause,ODF_Acres,Total_Acres
2019,73 - Douglas,North,251,Driver Valley,T24S R5W S25 SENE,"43°  27'  22.5""","-123°  13'  41.58""",A,Douglas,6/25/19 16:50,Equipment Use,2,2
2019,73 - Douglas,South,252,Johnny Hutch,T29S R1W S19 SWSW,"43°  2'  10""","-122°  52'  42""",H,Douglas,9/6/19 18:44,Lightning,0.1,0.1
2019,73 - Douglas,South,253,Stinger Gulch,T30S R4W S4 SENW,"42°  59'  41.29""","-123°  10'  51.5""",R,Douglas,9/6/19 19:30,Lightning,0.1,0.1
2019,73 - Douglas,South,256,Tater Tie,T29S R3W S1 SWSW,"43°  4'  11.81""","-123°  1'  15.8""",G,Douglas,6/26/19 15:30,Lightning,0.01,0.01
2019,73 - Douglas,South,258,East Stouts,T31S R3W S23 NENE,"42°  52'  2.9""","-123°  1'  10.7""",G,Douglas,9/7/19 15:40,Lightning,0.1,0.1
2019,73 - Douglas,North,259,Sand Creek,T21S R5W S27 SWSE,"43°  42'  33.64""","-123°  16'  37.19""",H,Douglas,6/26/19 16:48,Lightning,0.01,0.01
2019,73 - Douglas,North,260,Big Tom Folley,T22S R7W S1 NWSW,"43°  41'  2""","-123°  29'  12.6""",H,Douglas,6/26/19 17:00,Lightning,0.25,0.25
2019,73 - Douglas,South,261,Days Coffee,T29S R3W S36 SENE,"43°  0'  31.38""","-123°  0'  24.29""",J,Douglas,6/26/19 17:50,Smoking,170.19,170.19
2019,73 - Douglas,South,262,Louis Divide,T28S R3W S29 SENW,"43°  6'  29.01""","-123°  4'  59.22""",G,Douglas,6/26/19 17:00,Lightning,0.1,0.1
2019,73 - Douglas,North,264,Seven Mile Hill,T24S R3W S10 NWNE,"43°  30'  5.9""","-123°  2'  24.53""",J,Douglas,6/26/19 17:00,Lightning,0.25,0.25
2019,73 - Douglas,Central,265,High Point,T25S R4W S25 SWSW,"43°  21'  40.38""","-123°  7'  41.7""",G,Douglas,6/26/19 19:20,Lightning,0.01,0.01
2019,73 - Douglas,Central,267,West Wolf,T27S R2W S17 NENW,"43°  13'  29.58""","-122°  57'  48.3""",G,Douglas,6/27/19 6:00,Lightning,0.1,0.1
2019,73 - Douglas,North,269,Hayhurst,T23S R5W S8 SESW,"43°  34'  41.4""","-123°  19'  13.08""",H,Douglas,6/27/19 8:05,Lightning,0.01,0.01
2019,73 - Douglas,South,272,South Myrtle #2,T29S R5W S23 SWSE,"43°  1'  47""","-123°  15'  15""",A,Douglas,9/12/19 16:30,Miscellaneous,0.5,0.5
2019,73 - Douglas,Central,281,Dog Back,T26S R7W S16 SENE,"43°  18'  43.7""","-123°  31'  42.9""",J,Douglas,10/9/19 9:50,Recreationist,0.02,0.02
2019,73 - Douglas,South,283,Joe Trail,T31S R1W S29 SENW,"42°  51'  13.45""","-122°  51'  26.9""",R,Douglas,10/12/19 13:20,Debris Burning,1,1
2019,73 - Douglas,Central,284,Jackie Ave,T28S R6W S14 NWSW,"43°  8'  1.38""","-123°  23'  6.3""",C,Douglas,10/14/19 14:00,Debris Burning,0.1,0.1
2019,73 - Douglas,South,285,Windy Fortune,T32S R5W S07 NWNE,"42°  48'  33""","-123°  20'  1""",R,Douglas,10/24/19 16:15,Recreationist,1,1
2019,73 - Douglas,North,289,Wolf Cr.,T24S R8W S24 SENW,"43°  28'  15.12""","-123°  35'  58.05""",J,Douglas,10/30/19 14:00,Debris Burning,0.5,0.5
2019,73 - Douglas,Central,291,Honey Cr.,T26S R2W S2 SWSW,"43°  19'  46.08""","-122°  54'  28.98""",J,Douglas,11/4/19 11:30,Debris Burning,2.5,2.5
2019,73 - Douglas,South,292,Stouts Divide,T31S R3W S20 NESW,"42°  51'  38.9""","-123°  5'  4.8""",J,Douglas,11/6/19 7:45,Recreationist,2.25,2.25
2019,73 - Douglas,South,294,Panther Creek,T31S R6W S30 NESE,"42°  50'  41""","-123°  26'  58""",H,Douglas,11/10/19 15:15,Recreationist,0.1,0.1
2019,73 - Douglas,North,297,Rattlesnake,T25S R7W S17 SESW,"43°  23'  26.82""","-123°  33'  39.18""",H,Douglas,11/20/19 13:45,Recreationist,0.01,0.01
2019,77 - South Cascade,East Lane,2,Goodpasture Tractor,T16S R2E S28 SESW,"44°  8'  31.8""","-122°  34'  33.7""",X,Lane,7/3/19 16:00,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,8,Brand S Rd,T18S R2W S11 NESW,"44°  1'  0.41""","-122°  54'  2.75""",C,Lane,7/6/19 13:00,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,9,MP 50 Powerline,T16S R5E S14 NWSW,"44°  10'  37.69""","-122°  10'  47.92""",A,Lane,7/6/19 13:02,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,10,Cedar Flat Creeper,T18S R1W S6 NENW,"44°  2'  30.87""","-122°  51'  30.55""",U,Lane,7/6/19 17:59,Lightning,0.1,0.1
2019,77 - South Cascade,Sweet Home,12,Northside,T13S R1E S30 SWNE,"44°  24'  37.47""","-122°  43'  56.62""",L,Linn,7/22/19 15:24,Equipment Use,0.1,0.1
2019,77 - South Cascade,Sweet Home,13,Greenville 120,T14S R1W S2 NWNW,"44°  23'  16.72""","-122°  46'  47.88""",X,Linn,7/23/19 15:53,Debris Burning,0.05,0.05
2019,77 - South Cascade,Sweet Home,15,Butte Creek 220,T13S R12W S10 SENE,"44°  27'  22.92""","-122°  54'  33.18""",J,Linn,7/24/19 14:30,Equipment Use,0.01,0.01
2019,77 - South Cascade,Sweet Home,19,Waterloo 7th Street,T12S R1W S33 SWNE,"44°  29'  7.8""","-122°  48'  46.38""",H,Linn,7/25/19 12:05,Miscellaneous,1.4,1.4
2019,77 - South Cascade,East Lane,20,Dorena Mble Home,T20S R2W S31 SENE,"43°  47'  25.76""","-122°  58'  13.68""",L,Lane,7/14/19 15:58,Smoking,0.01,0.01
2019,77 - South Cascade,Sweet Home,20,Waterloo Park Fire,T12S R1W S33 NENW,"44°  29'  21.29""","-122°  49'  10.41""",G,Linn,7/27/19 1:00,Miscellaneous,0.01,0.01
2019,77 - South Cascade,East Lane,22,MP 168,T21S R4W S11 SWSE,"43°  45'  10.05""","-123°  8'  4.87""",L,Lane,7/17/19 18:56,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,26,Fall Creek Reuben,T18S R1W S36 NWSW,"43°  57'  29.48""","-122°  45'  54.32""",X,Lane,7/20/19 14:51,Miscellaneous,0.01,0.01
2019,77 - South Cascade,East Lane,31,Winberry Park,T19S R1W S1 SESE,"43°  56'  29.43""","-122°  44'  53.12""",C,Lane,7/23/19 17:35,Miscellaneous,0.1,0.1
2019,77 - South Cascade,East Lane,34,830 Fall Creek,T17S R2E S23 NENE,"44°  4'  59.81""","-122°  31'  37.34""",X,Lane,7/25/19 3:30,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,36,Lost Creek ML,T20S R1W S14 SWSE,"43°  49'  26.41""","-122°  46'  17.65""",U,Lane,7/28/19 11:50,Miscellaneous,0.01,0.01
2019,77 - South Cascade,East Lane,38,Hills Creek,T18S R1W S19 NWNW,"43°  59'  44.92""","-122°  51'  55.57""",J,Lane,7/28/19 16:50,Equipment Use,13.1,13.1
2019,77 - South Cascade,Sweet Home,40,South Bank 3.5 mile,T13S R2E S1 SESE,"44°  27'  48.9""","-122°  30'  14.82""",R,Linn,8/22/19 15:00,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,41,North Bank Tree,T16S R6E S18 SWNW,"44°  10'  49.97""","-122°  8'  11.68""",R,Lane,7/31/19 18:42,Miscellaneous,0.01,0.01
2019,77 - South Cascade,Sweet Home,43,Fern Ridge 720,T13S R1W S35 NENW,"44°  24'  0.6""","-122°  46'  25.68""",L,Linn,8/24/19 14:23,Equipment Use,0.1,0.1
2019,77 - South Cascade,East Lane,44,Anderson Creek,T22S R4W S26 NWNE,"43°  38'  1.74""","-123°  8'  0.82""",H,Lane,8/2/19 15:00,Lightning,0.4,0.4
2019,77 - South Cascade,East Lane,46,P-Hill High,T18S R2W S34 SENW,"43°  57'  39.67""","-122°  55'  2.666""",L,Lane,8/5/19 18:58,Equipment Use,0,0
2019,77 - South Cascade,Sweet Home,53,Waterloo 371,T12S R1W S28 SWNE,"44°  30'  3.91""","-122°  48'  49.94""",L,Linn,9/2/19 12:00,Debris Burning,0.25,0.25
2019,77 - South Cascade,East Lane,54,50 Line Pile,T16S R3E S18 SWNW,"44°  10'  42.1""","-122°  30'  14.3""",J,Lane,8/12/19 9:00,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,57,Pisgah,T18S R2W S2 NWNE,"43°  59'  47.53""","-122°  57'  17.538""",L,Lane,8/15/19 11:56,Equipment Use,51.5,51.5
2019,77 - South Cascade,Sweet Home,57,RIP Luse,T13S R2E S35 NESW,"44°  23'  33.3""","-122°  32'  11.58""",H,Linn,9/5/19 22:00,Lightning,0.12,0.12
2019,77 - South Cascade,East Lane,62,Bonneville Line,T19S R1E S27 SESW,"43°  52'  59.3""","-122°  40'  39.9""",H,Lane,8/22/19 6:00,Equipment Use,0.01,0.01
2019,77 - South Cascade,Sweet Home,66,Calapooia 2431,T15S R2E S18 SWNE,"44°  16'  5""","-122°  36'  7.23""",I,Linn,10/29/19 11:45,Debris Burning,0.01,0.01
2019,77 - South Cascade,Sweet Home,67,Swamp 500-600,T14S R3E S21 SESE,"44°  19'  55""","-122°  26'  42""",I,Linn,10/29/19 11:00,Debris Burning,0.05,0.05
2019,77 - South Cascade,Sweet Home,68,Wiley 100,T14S R2E S6 SESW,"44°  22'  30.4""","-122°  37'  2.7""",J,Linn,10/29/19 14:00,Debris Burning,0.1,0.1
2019,77 - South Cascade,Sweet Home,69,3000N/ 3060,T15S R2E S5 SWNE,"44°  17'  18.5""","-122°  35'  54""",H,Linn,11/2/19 15:00,Debris Burning,2,2
2019,77 - South Cascade,East Lane,72,Mosby Creek,T20S R3W S34 NESE,"43°  47'  4.56""","-123°  1'  47.71""",L,Lane,9/1/19 17:27,Equipment Use,0.4,0.4
2019,77 - South Cascade,East Lane,73,Blue River rd,T16S R4E S21 SESW,"44°  9'  21.6""","-122°  20'  21.66""",L,Lane,9/2/19 12:35,Debris Burning,0.1,0.1
2019,77 - South Cascade,East Lane,75,Coffee Creek,T17S R4E S10 NESW,"44°  6'  8.23""","-122°  18'  57.86""",L,Lane,9/5/19 15:33,Lightning,0.05,0.1
2019,77 - South Cascade,East Lane,76,Vida Store Powerline,T16S R2E S28 SESE,"44°  8'  43""","-122°  34'  8.43""",L,Lane,9/5/19 15:37,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,77,Upton Rd,T18S R1E S35 NWNE,"43°  57'  50.28""","-122°  39'  15.32""",C,Lane,9/5/19 15:53,Lightning,0.28,0.28
2019,77 - South Cascade,East Lane,84,La Lone,T16S R2W S35 SENE,"44°  8'  14.88""","-122°  53'  19.03""",R,Lane,9/5/19 18:06,Lightning,0.01,0.01
2019,77 - South Cascade,East Lane,88,Hill Rd #2,T16S R2W S33 SWSE,"44°  7'  53.98""","-122°  56'  3.01""",H,Lane,9/6/19 7:28,Lightning,0.01,0.01
2019,77 - South Cascade,East Lane,89,Blue Mountain,T21S R2W S28 SESE,"43°  42'  39.84""","-122°  55'  42.5""",H,Lane,9/6/19 9:36,Lightning,0.01,0.01
2019,77 - South Cascade,East Lane,90,1350 Spur,T23S R3W S6 SWSW,"43°  35'  29.16""","-123°  6'  15.54""",U,Lane,9/6/19 10:36,Lightning,0.3,0.3
2019,77 - South Cascade,East Lane,91,North Fairview,T23S R1E S11 SWNE,"43°  35'  36.1""","-122°  39'  5.03""",H,Lane,9/6/19 12:37,Lightning,0.01,0.01
2019,77 - South Cascade,Sweet Home,91,Triple T,T13S R3E S34 NWNW,"44°  23'  59.4""","-122°  26'  29.9""",H,Linn,4/26/19 15:29,Debris Burning,0.19,0.19
2019,77 - South Cascade,East Lane,93,Mosby Ridge,T23S R1W S31 SWSW,"43°  31'  34.63""","-122°  51'  27.17""",H,Lane,9/6/19 14:17,Lightning,0.01,0.01
2019,77 - South Cascade,East Lane,95,15400,T17S R2E S9 NENE,"44°  6'  40.27""","-122°  34'  6.01""",J,Lane,9/8/19 14:35,Recreationist,0.25,0.25
2019,77 - South Cascade,Sweet Home,95,Santiam Terrace,T13S R1W S16 NESE,"44°  26'  35""","-122°  48'  50""",H,Linn,5/8/19 15:55,Debris Burning,0.22,0.22
2019,77 - South Cascade,Sweet Home,96,Bellinger Scale,T12S R1W S15 NENW,"44°  31'  44.6""","-122°  47'  43.1""",H,Linn,5/9/19 15:13,Equipment Use,0.26,0.26
2019,77 - South Cascade,Sweet Home,97,Old Holley,T14S R1W S13 NWSE,"44°  21'  42""","-122°  45'  49""",H,Linn,5/9/19 19:00,Debris Burning,0.33,0.33
2019,77 - South Cascade,East Lane,101,Hills Creek Lightning,T21S R4E S31 NESE,"43°  42'  9.9""","-122°  22'  22.62""",H,Lane,9/5/19 16:00,Lightning,0.1,0.1
2019,77 - South Cascade,East Lane,103,Marcola Rd MP 19,T15S R1W S15 SENW,"44°  16'  7.52""","-122°  47'  55.65""",J,Lane,10/5/19 14:50,Debris Burning,4.2,4.2
2019,77 - South Cascade,East Lane,106,Blue River Compound,T16S R4E S21 SWSW,"44°  9'  28.76""","-122°  20'  35.54""",J,Lane,10/29/19 11:55,Debris Burning,2.5,2.5
2019,77 - South Cascade,East Lane,107,Catch-22,T19S R1W S24 SESW,"43°  53'  54.62""","-122°  45'  26.13""",J,Lane,10/29/19 13:44,Debris Burning,5.9,5.9
2019,77 - South Cascade,East Lane,108,Eagles Rest,T19S R1W S34 SESE,"43°  52'  10.35""","-122°  47'  14.57""",J,Lane,10/29/19 15:30,Debris Burning,0.35,0.35
2019,77 - South Cascade,East Lane,136,Row River Spring STAT,T20S R2W S31 NENE,"43°  47'  37.09""","-122°  58'  18.82""",F,Lane,3/19/19 10:20,Debris Burning,0.17,0.17
2019,77 - South Cascade,East Lane,137,Zion STAT,T18S R1W S33 SENW,"43°  57'  43.72""","-122°  49'  5.94""",F,Lane,3/19/19 14:27,Smoking,2,2
2019,77 - South Cascade,East Lane,138,McGowan #2,T16S R2W S27 NESW,"44°  8'  50.88""","-122°  55'  7.92""",F,Lane,3/19/19 15:15,Equipment Use,0.55,0.55
2019,77 - South Cascade,East Lane,139,Deerhorn STAT,T17S R1W S34 NENE,"44°  3'  15.6""","-122°  47'  14.17""",R,Lane,3/24/19 13:30,Debris Burning,0,0
2019,77 - South Cascade,East Lane,141,Horse Creek,T16S R5E S23 NWSE,"44°  9'  40.42""","-122°  9'  57.4""",F,Lane,4/27/19 14:10,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,143,Yeager,T16S R4E S27 NWNW,"44°  9'  18.5""","-122°  19'  10.8""",F,Lane,4/29/19 11:55,Debris Burning,0.2,0.2
2019,77 - South Cascade,East Lane,145,Harolds,T19S R1W S20 SWNE,"43°  54'  18.92""","-122°  49'  59.647""",H,Lane,4/29/19 17:30,Debris Burning,0.05,0.05
2019,77 - South Cascade,East Lane,147,McKenzie MP 29,T16S R2E S35 NESE,"44°  7'  53.85""","-122°  31'  34.97""",B,Lane,5/1/19 15:20,Debris Burning,0.02,0.02
2019,77 - South Cascade,East Lane,148,16.2.29 STAT,T16S R2W S29 NWNE,"44°  9'  20.41""","-122°  57'  20.098""",F,Lane,5/1/19 14:01,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,149,Gate Creek,T16S R2E S28 NWSE,"44°  8'  49.02""","-122°  34'  17.56""",F,Lane,5/2/19 16:03,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,152,La Duke STAT,T21S R3E S18 SESE,"43°  44'  22.89""","-122°  30'  35.683""",H,Lane,5/3/19 13:40,Equipment Use,0.1,0.2
2019,77 - South Cascade,East Lane,155,Russell Oaks STAT,T19S R2W S9 SWSE,"43°  55'  34.96""","-122°  55'  59.572""",F,Lane,5/5/19 14:30,Debris Burning,0.3,0.3
2019,77 - South Cascade,East Lane,156,Dorena Genetic STAT,T20S R2W S32 NWSW,"43°  47'  0.53""","-122°  57'  46.972""",F,Lane,5/5/19 16:22,Debris Burning,1,1
2019,77 - South Cascade,East Lane,159,London Rd,T21S R3W S8 NWSE,"43°  45'  15.7""","-123°  4'  23.3""",L,Lane,5/9/19 12:40,Debris Burning,0.1,0.1
2019,77 - South Cascade,East Lane,161,Goodpasture STAT,T16S R2E S28 SWNW,"44°  8'  58.79""","-122°  35'  0.52""",L,Lane,5/9/19 14:21,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,162,Dowens #2,T20S R2W S30 SESW,"43°  47'  53.71""","-122°  59'  0.4""",I,Lane,5/10/19 15:40,Equipment Use,75.6,75.6
2019,77 - South Cascade,East Lane,166,Cedar Flats #2,T17S R1W S32 NWSW,"44°  2'  55""","-122°  50'  36.858""",R,Lane,5/11/19 17:15,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,173,East King STAT,T16S R5E S21 NWNE,"44°  10'  10.5""","-122°  12'  29.3""",L,Lane,5/29/19 14:15,Miscellaneous,0.01,0.02
2019,77 - South Cascade,East Lane,179,Harbicks Inn,T16S R5E S17 NESE,"44°  10'  26.82""","-122°  13'  27.04""",C,Lane,6/2/19 13:00,Miscellaneous,0.01,0.01
2019,77 - South Cascade,East Lane,181,Quaglia,T21S R3W S2 NWNE,"43°  46'  44.62""","-123°  1'  3""",A,Lane,6/5/19 10:40,Debris Burning,0.1,0.1
2019,77 - South Cascade,East Lane,184,Edge Hill STAT,T17S R2W S2 SWNW,"44°  7'  28.18""","-122°  54'  14.642""",H,Lane,6/7/19 17:00,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,189,Hill Mower,T17S R2W S8 NESE,"44°  6'  11.1""","-122°  56'  59.24""",L,Lane,6/11/19 11:12,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,193,Goodpasture Rd,T16S R2E S34 NESE,"44°  7'  55.96""","-122°  33'  0.54""",R,Lane,6/14/19 16:35,Debris Burning,0.01,0.01
2019,77 - South Cascade,East Lane,196,Mckenzie Rvr Mobile ST,T16S R5E S20 NWNE,"44°  10'  5.21""","-122°  13'  43.04""",H,Lane,6/18/19 18:26,Miscellaneous,0.01,0.01
2019,77 - South Cascade,East Lane,199,Little Fall Creek 7049,T17S R1E S36 SWSW,"44°  2'  36.78""","-122°  38'  32.82""",I,Lane,6/24/19 15:00,Equipment Use,0.01,0.01
2019,77 - South Cascade,East Lane,201,Table Mtn Lightning,T22S R1W S29 NESW,"43°  37'  37.41""","-122°  49'  54.47""",H,Lane,6/26/19 15:58,Lightning,0.01,0.01
2019,77 - South Cascade,East Lane,203,1624 Lightning,T22S R2W S27 NESE,"43°  37'  26.63""","-122°  54'  45.28""",H,Lane,6/27/19 7:56,Lightning,0.1,0.1
2019,77 - South Cascade,East Lane,207,12000 Lightning,T22S R1W S12 NWNW,"43°  40'  36""","-122°  45'  48.8""",H,Lane,6/30/19 14:58,Lightning,0.1,0.1
2019,78 - Western Lane,West Lane,1,Noti Loop,T17S R6W S29 SWSW,"44°  3'  30""","-123°  26'  51""",R,Lane,7/4/19 22:13,Miscellaneous,0.01,0.01
2019,78 - Western Lane,West Lane,2,LAWRENCE BACKYARD BURN,T16S R6W S26 NESE,"44°  8'  55""","-123°  22'  18""",J,Lane,7/7/19 16:51,Debris Burning,0.01,0.01
2019,78 - Western Lane,West Lane,3,82025 Davisson,T19S R3W S26 NWSW,"43°  53'  16""","-123°  1'  8""",L,Lane,7/14/19 12:05,Equipment Use,0.1,0.1
2019,78 - Western Lane,West Lane,4,South Canary,T19S R11W S16 SWSW,"43°  54'  58""","-124°  1'  27""",A,Lane,7/14/19 13:42,Debris Burning,0.03,0.03
2019,78 - Western Lane,West Lane,7,Clear Lake Core,T17S R5W S4 NESW,"44°  7'  15""","-123°  18'  6""",L,Lane,7/18/19 12:25,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,9,HROSEBURG,T20S R10W S28 NWNW,"43°  48'  29""","-123°  54'  49""",H,Douglas,7/19/19 10:35,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,10,26175 Siuslaw,T20S R5W S21 NESE,"43°  48'  57.14""","-123°  17'  20.804""",H,Lane,7/19/19 14:33,Recreationist,3.7,3.7
2019,78 - Western Lane,West Lane,11,North Jetty Drift,T18S R12W S9 NWNW,"44°  1'  8""","-124°  8'  19""",H,Lane,7/21/19 11:54,Recreationist,0.01,0.01
2019,78 - Western Lane,West Lane,14,HOWE LANE,T19S R3W S28 NENE,"43°  53'  32""","-123°  2'  54""",L,Lane,7/22/19 14:03,Equipment Use,0.79,0.79
2019,78 - Western Lane,West Lane,15,Deberry Grass,T19S R3W S16 SWSW,"43°  54'  38""","-123°  3'  51""",L,Lane,7/23/19 13:08,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,16,Simonsen Knob,T19S R5W S27 NESW,"43°  53'  14""","-123°  16'  53""",G,Lane,7/24/19 9:10,Lightning,1.79,1.79
2019,78 - Western Lane,West Lane,18,North Jetty,T18S R12W S9 NWSW,"44°  1'  9""","-124°  8'  22""",H,Lane,7/24/19 20:45,Recreationist,0.01,0.01
2019,78 - Western Lane,West Lane,19,Alma Camp Vehicle,T19S R6W S30 NWNE,"43°  53'  44""","-123°  27'  22""",H,Lane,7/27/19 16:20,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,20,E Mapleton Car,T17S R10W S34 NESE,"44°  3'  45""","-123°  53'  7""",H,Lane,7/30/19 11:39,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,26,MP 19 Grass,T21S R4W S12 SESE,"43°  45'  14.23""","-123°  6'  34.583""",L,Lane,8/3/19 13:13,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,27,Nordal Burn,T18S R12W S11 NWSE,"44°  1'  5.51""","-124°  5'  26.963""",F,Lane,8/9/19 8:50,Recreationist,0.42,0.42
2019,78 - Western Lane,West Lane,28,Restwell Burn,T18S R4W S19 SENW,"43°  59'  29""","-123°  13'  16""",R,Lane,8/17/19 16:56,Equipment Use,1.01,1.01
2019,78 - Western Lane,West Lane,30,Greenhill #2,T17S R4W S29 SWSW,"44°  3'  30""","-123°  12'  30""",L,Lane,8/22/19 16:56,Equipment Use,0.03,0.03
2019,78 - Western Lane,West Lane,32,Perkins,T18S R5W S5 SENE,"44°  2'  13""","-123°  18'  50""",L,Lane,8/22/19 18:59,Equipment Use,0.01,0.01
2019,78 - Western Lane,West Lane,35,Central Rd,T18S R5W S17 SWNE,"44°  0'  28""","-123°  19'  1""",L,Lane,8/23/19 12:20,Equipment Use,0.67,0.67
2019,78 - Western Lane,West Lane,36,Deadwood Debris,T17S R8W S18 NWNW,"44°  5'  51""","-123°  42'  56""",X,Lane,8/23/19 12:12,Debris Burning,0.01,0.01
2019,78 - Western Lane,West Lane,37,BLM 22.2,T19S R5W S32 NESE,"43°  52'  18""","-123°  18'  46""",K,Lane,8/23/19 22:00,Recreationist,0.01,0.01
2019,78 - Western Lane,West Lane,39,Stoneypoint Lookout,T19S R7W S14 NWNE,"43°  55'  22.1""","-123°  29'  43.458""",X,Lane,8/25/19 15:48,Equipment Use,0,0
2019,78 - Western Lane,West Lane,40,Nelson Mountain Tree,T17S R8W S9 SWSW,"44°  6'  1.83""","-123°  40'  17.434""",R,Lane,8/29/19 8:25,Lightning,0.01,0.01
2019,78 - Western Lane,West Lane,41,Stage Coach Lightning,T17S R8W S31 NESE,"44°  3'  2.9""","-123°  41'  49.9""",H,Lane,8/29/19 9:41,Lightning,0.01,0.01
2019,78 - Western Lane,West Lane,43,Billy Tower Canyon,T15S R7W S13 SWNW,"44°  40'  40""","-123°  29'  23""",K,Lane,8/31/19 11:37,Lightning,0.11,0.11
2019,78 - Western Lane,West Lane,46,East 40th,T18S R3W S16 NENE,"44°  0'  31.48""","-123°  2'  56.83""",H,Lane,9/5/19 18:42,Lightning,0.01,0.01
2019,78 - Western Lane,West Lane,47,Tip Davis,T20S R5W S31 SESW,"43°  46'  49.52""","-123°  20'  28.66""",H,Douglas,9/5/19 18:45,Lightning,0.97,0.97
2019,78 - Western Lane,West Lane,50,High Point,T19S R6W S25 NWNW,"43°  53'  43.61""","-123°  21'  48.31""",G,Lane,9/6/19 9:45,Lightning,0.14,0.14
2019,78 - Western Lane,West Lane,52,Fir Grove Dusty Grave,T20S R3W S29 NWSW,"43°  47'  52.4""","-123°  4'  58.69""",L,Lane,9/6/19 15:48,Debris Burning,0.01,0.01
2019,78 - Western Lane,West Lane,53,Kingwood Camp,T18S R12W S22 SWNE,"43°  59'  35.73""","-124°  6'  48.91""",L,Lane,9/8/19 9:42,Recreationist,0.01,0.01
2019,78 - Western Lane,West Lane,55,Sleezer Creek,T21S R6W S1 SESE,"43°  46'  8""","-123°  21'  5""",K,Douglas,9/12/19 13:50,Debris Burning,0.01,0.01
2019,78 - Western Lane,West Lane,57,Cheese Head,T18S R10W S7 SWNW,"44°  1'  21""","-123°  56'  45""",H,Lane,10/15/19 8:20,Equipment Use,0.15,0.15
2019,78 - Western Lane,West Lane,89,Goldson Fire,T16S R5W S19 SWSW,"44°  9'  40""","-123°  20'  58""",F,Lane,3/18/19 13:20,Debris Burning,0.1,0.1
2019,78 - Western Lane,West Lane,90,East Mapleton Road,T17S R10W S34 SENW,"44°  3'  ""","-123°  53'  """,G,Lane,3/20/19 12:35,Debris Burning,0.02,0.02
2019,78 - Western Lane,West Lane,91,High Pass Log,T15S R6W S33 NWNW,"44°  13'  41""","-123°  25'  39""",G,Lane,3/29/19 16:09,Recreationist,0.01,0.01
2019,78 - Western Lane,West Lane,92,Lawrence,T17S R5W S6 SESE,"44°  7'  7""","-123°  19'  58""",A,Lane,4/22/19 12:12,Equipment Use,0.01,0.01
